,,Depth (cm),,,,,,,,,,,,,,,,,
,Heliconius,0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,0,0
,Heliconius heurippa,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nymphalinae,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,5
,Nymphalini,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
,Nymphalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nymphalis <subgenus>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nymphalis californica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Vanessa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vanessa tameamea,0,0,14,35,5,0,8,12,0,36,27,9,8,15,10,7,7,35
,Satyrinae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,Satyrini,0,0,11,1,0,1,0,0,0,0,0,0,5,1,0,1,0,9
,Mycalesina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bicyclus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Bicyclus anynana,0,0,28,129,7,16,25,8,0,37,28,6,0,10,7,7,6,21
,Papilionidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Papilioninae,0,0,1,0,0,3,0,0,0,1,3,2,0,0,0,0,1,6
,Papilionini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Papilio,0,0,8,33,12,20,8,13,0,10,8,7,7,4,12,13,6,14
,Papilio dardanus,0,0,20,19,5,0,7,0,0,0,0,0,0,7,6,10,0,17
,Papilio machaon,0,0,54,90,8,11,20,13,0,33,39,12,13,35,14,41,28,94
,Papilio polytes,0,0,8,12,0,0,0,0,0,22,26,17,14,22,6,8,7,20
,Papilio xuthus,0,0,16,35,7,8,13,7,0,29,25,9,0,28,11,28,13,55
,Pieridae,1,0,3,0,4,5,1,2,2,3,1,1,0,5,2,3,3,4
,Coliadinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colias eurytheme,0,0,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dismorphiinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptidea sinapis,14,9,168,290,62,84,151,127,20,163,207,78,43,159,138,220,97,478
,Pierinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pierini,0,0,2,0,0,1,0,0,0,0,0,6,1,3,3,0,2,2
,Pieris,0,0,2,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0
,Pieris rapae,0,0,48,59,0,6,8,9,6,11,18,6,18,31,6,17,22,75
,Pyraloidea,0,0,0,2,1,0,0,0,7,0,1,1,0,1,2,3,0,3
,Crambidae,0,0,1,2,0,0,1,1,0,3,0,8,1,1,0,2,1,4
,Pyraustinae,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
,Ostrinia,0,0,0,1,3,6,2,0,0,1,0,0,0,0,1,0,0,2
,Ostrinia furnacalis,5,0,30,64,13,41,40,27,0,30,39,10,8,19,19,19,15,38
,Ostrinia nubilalis,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pyralidae,5,0,0,4,0,1,0,0,0,2,1,1,0,1,0,5,0,6
,Galleriinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Galleria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Galleria mellonella,0,0,19,27,7,9,21,7,0,46,19,14,7,10,9,15,8,22
,Phycitinae,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,3,1
,Amyelois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Amyelois transitella,0,0,28,43,11,17,15,6,0,44,41,24,6,12,16,20,10,27
,Tineoidea,0,0,5,10,0,2,5,0,0,5,13,0,0,6,3,7,6,9
,Bucculatricidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bucculatrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bucculatrix demaryella,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,Gracillariidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Acrocercopinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eteoryctis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eteoryctis deversa,0,0,7,8,0,8,0,0,0,10,0,0,0,0,5,0,0,10
,Gracillariinae,0,0,1,1,0,0,0,0,0,1,0,0,0,7,0,5,0,3
,Meessiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hybroma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hybroma servulella,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tineidae,0,0,5,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Yponomeutoidea,0,0,4,2,1,2,0,2,0,3,4,1,6,2,2,1,0,4
,Glyphipterigidae,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Plutellidae,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
,Plutella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Plutella xylostella,0,0,51,76,9,18,49,13,0,72,40,25,0,22,13,37,15,39
,Yponomeutidae,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Incurvarioidea,0,0,0,0,0,0,0,0,0,5,0,2,1,2,1,3,0,4
,Adelidae,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0
,Nematopogon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nematopogon magna,0,0,0,0,0,0,0,0,0,8,8,6,6,17,11,29,16,71
,Nepticuloidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nepticulidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nepticulinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trifurculini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ectoedemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ectoedemia sericopeza,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tischeriidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tischeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tischeria ekebladella,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Zeugloptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Micropterigidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Trichoptera,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1
,Annulipalpia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,Hydropsychoidea,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,6,0
,Hydropsychidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hydropsychinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hydropsyche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hydropsyche pellucidula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
,Philopotamoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Philopotamidae,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Philopotaminae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wormaldia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wormaldia moesta,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psychomyioidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ecnomidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Agmina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Coleoptera,0,0,1,1,0,1,4,4,2,6,13,4,4,5,5,1,5,11
,Adephaga,0,0,7,11,6,0,0,0,0,1,0,0,0,8,0,5,0,1
,Caraboidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carabidae,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,5
,Haliploidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haliplidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haliplus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haliplus lineatocollis,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Polyphaga <beetles>,4,0,6,3,5,4,8,9,3,3,2,2,5,5,4,2,3,3
,Cucujiformia,7,0,7,2,4,7,5,4,10,1,2,1,0,9,5,8,7,3
,Chrysomeloidea,0,0,1,0,4,2,3,1,0,0,0,3,3,0,0,0,6,0
,Cerambycidae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lamiinae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
,Lamiini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anoplophora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anoplophora glabripennis,0,0,8,75,0,9,0,0,0,8,19,7,0,14,6,10,29,160
,Chrysomelidae,0,0,1,2,2,5,1,4,0,0,2,6,0,0,0,1,1,4
,Chrysomelinae,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Doryphorini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptinotarsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptinotarsa decemlineata,0,0,38,89,19,24,18,5,0,23,26,0,6,22,6,14,10,40
,Galerucinae,0,0,2,3,0,0,0,0,0,3,4,0,0,1,1,4,0,1
,Luperini,0,0,1,1,0,0,1,0,0,0,0,0,0,2,6,3,2,1
,Diabroticina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diabroticites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diabrotica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diabrotica virgifera,0,0,9,9,0,0,5,0,0,23,13,0,9,16,0,17,13,28
,Luperina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,Leptomona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptomona russica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Cleroidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cleridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clerinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Omadius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Omadius occipitalis,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cucujoidea,0,0,2,3,0,0,0,0,0,3,5,5,0,2,0,5,5,7
,Coccinellidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coccinellinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coccinellini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Harmonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Harmonia axyridis,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nitidulidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nitidulinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aethina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aethina tumida,0,0,15,23,0,7,6,10,0,25,16,6,9,13,7,22,7,65
,Curculionoidea,0,0,0,1,0,0,0,0,0,1,3,0,0,2,3,3,1,3
,Curculionidae,0,0,4,3,1,0,0,0,0,1,3,0,0,3,2,0,0,1
,Ceutorhynchinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zacladus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zacladus geranii,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scolytinae,0,0,3,9,2,9,0,0,0,3,12,5,5,8,1,1,2,10
,Cyclorhipidion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyclorhipidion perpilosellum,0,0,0,0,0,0,0,0,0,0,6,0,0,6,13,22,19,54
,Dendroctonus,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Dendroctonus ponderosae,0,0,13,24,5,0,0,0,0,13,7,0,0,0,6,9,0,13
,Miocryphalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Miocryphalus congonus,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,Xylechinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xylechinus pilosus,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nemonychidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhynchitomacerinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhynchitomacerinus kuscheli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,Tenebrionoidea,0,0,1,3,0,0,0,0,0,2,2,0,0,1,1,0,1,3
,Tenebrionidae,0,0,1,0,0,0,0,1,0,2,1,1,1,3,1,2,2,1
,Tenebrionidae incertae sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tribolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tribolium castaneum,0,0,39,89,15,9,7,5,0,59,36,13,13,37,18,20,27,70
,Elateriformia,0,0,3,8,5,5,0,2,0,5,2,1,0,1,1,5,4,11
,Buprestoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Buprestidae,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
,Agrilinae,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Agrilus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Agrilus planipennis,0,0,9,24,0,0,0,21,5,19,16,10,0,10,14,16,5,25
,Elateroidea,0,0,6,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,Scarabaeiformia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scarabaeoidea,0,0,1,4,0,0,0,0,0,1,3,0,0,4,4,4,4,5
,Glaresidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Glaresis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Glaresis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Glaresis sp. GLA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
,Scarabaeidae,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
,Scarabaeinae,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,4
,Scarabaeinae incertae sedis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Onthophagus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Onthophagus taurus,0,0,18,37,5,5,0,0,0,40,31,13,0,24,23,15,10,36
,Staphyliniformia,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1
,Staphylinoidea,0,0,2,0,6,5,8,0,0,1,0,3,0,1,1,3,2,0
,Silphidae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Nicrophorinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nicrophorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nicrophorus vespilloides,0,0,23,52,0,0,0,0,0,9,18,10,0,13,10,19,6,46
,Staphylinidae,0,0,0,2,0,0,0,0,0,1,3,0,0,6,0,0,0,6
,Staphylininae group,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Staphylininae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylinini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Philonthus,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,Philonthus marginatus,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
,Tachyporinae group,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diptera,0,2,14,12,2,6,4,2,5,19,7,5,2,8,2,2,3,9
,Brachycera,0,0,1,0,1,3,1,4,2,2,5,4,0,2,5,2,0,1
,Muscomorpha,0,0,3,0,0,2,0,0,0,2,5,1,3,0,3,5,0,2
,Asiloidea,0,0,1,1,0,0,0,0,0,5,0,0,0,7,0,0,3,2
,Asilidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,Dasypogoninae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Scenopinidae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brevitrichia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brevitrichia forficicruxa,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scenopinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scenopinus fenestralis,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Therevidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phycinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ruppellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ruppellia multisetosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Eremoneura,0,0,0,5,0,4,2,0,0,0,4,5,2,0,5,4,4,1
,Cyclorrhapha,1,0,0,0,1,4,0,0,0,3,7,2,1,4,2,3,0,2
,Aschiza,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
,Platypezoidea,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syrphoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syrphidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eristalinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Volucellini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Volucella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Volucella pellucens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,Schizophora,1,0,0,2,1,0,1,3,1,1,5,0,3,6,3,7,0,4
,Acalyptratae,0,5,25,30,22,7,16,13,7,16,29,10,10,10,12,18,9,27
,Conopoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Conopidae,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diopsoidea,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ephydroidea,0,0,2,0,0,0,0,0,3,1,4,2,3,0,1,1,2,2
,Curtonotidae,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,13,0,23
,Drosophilidae,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
,Drosophilinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colocasiomyini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scaptodrosophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,victoria group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scaptodrosophila lebanonensis,0,0,32,67,9,17,16,18,6,51,33,14,5,32,16,22,9,41
,Drosophilini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila,6,7,45,25,15,13,13,15,10,41,26,12,11,17,18,24,11,32
,Dorsilopha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila busckii,9,0,97,152,22,24,38,32,15,80,75,41,21,64,51,72,40,90
,"Drosophila <flies,subgenus>",0,0,10,7,0,0,0,1,4,8,2,3,5,8,9,2,9,8
,repleta group,5,0,1,1,3,2,1,5,10,1,2,2,4,2,5,3,1,3
,hydei subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila hydei,0,0,36,49,6,19,35,10,0,35,36,9,0,27,16,12,6,46
,mulleri subgroup,0,0,1,4,1,1,0,0,0,1,2,1,0,2,0,1,0,4
,mojavensis species complex,5,0,14,13,12,11,12,6,8,23,28,20,14,37,28,28,16,57
,Drosophila arizonae,0,0,12,11,0,0,9,0,0,12,0,0,0,0,0,7,0,7
,Drosophila mojavensis,0,0,20,49,7,6,12,0,0,41,25,20,7,21,16,28,13,37
,Drosophila navojoa,0,0,25,52,0,10,10,5,0,20,18,8,0,15,16,6,12,25
,virilis group,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Drosophila virilis,18,0,36,68,17,12,19,5,213,33,19,11,10,17,13,8,9,24
,Hawaiian Drosophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,picture wing clade,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,1,2
,grimshawi clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,grimshawi group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,grimshawi subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila grimshawi,5,0,39,27,14,9,21,7,7,39,21,21,22,23,14,23,18,48
,Sophophora,3,0,12,17,4,8,28,4,23,23,7,12,10,8,13,12,3,8
,melanogaster group,17,0,82,91,16,31,25,23,27,78,52,32,46,52,44,67,36,97
,ananassae subgroup,0,0,26,24,4,5,4,3,7,11,9,9,1,2,8,8,4,19
,ananassae species complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila ananassae,0,0,32,41,10,10,15,6,0,49,31,13,5,18,14,14,15,36
,bipectinata species complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila bipectinata,0,0,57,84,9,9,11,14,0,47,54,20,11,32,16,28,24,72
,elegans subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila elegans,0,0,54,94,11,26,45,25,8,54,39,39,24,42,45,67,13,82
,eugracilis subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila eugracilis,0,0,36,84,19,18,31,15,0,72,39,22,10,34,49,66,65,275
,ficusphila subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila ficusphila,5,0,68,132,15,41,26,17,6,55,65,35,20,29,19,34,15,49
,melanogaster subgroup,13,0,107,43,18,24,68,26,11,49,53,32,13,42,36,55,24,53
,Drosophila erecta,0,0,8,24,0,8,15,0,0,32,18,0,8,16,6,11,12,32
,Drosophila melanogaster,46,0,85,125,33,30,53,64,54,95,90,54,51,68,105,68,30,121
,Drosophila sechellia,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Drosophila simulans,0,0,9,11,5,0,9,0,0,6,0,0,0,0,0,26,0,17
,Drosophila yakuba,0,0,32,61,14,7,24,10,10,36,25,20,45,16,26,42,10,47
,montium subgroup,5,0,6,3,0,9,0,3,0,5,3,8,0,1,4,6,5,9
,Drosophila kikkawai,0,0,31,31,5,14,24,25,0,44,29,13,5,17,25,20,0,41
,Drosophila serrata species complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila serrata,0,0,36,68,10,0,9,0,0,28,19,8,10,25,14,15,11,59
,rhopaloa subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila rhopaloa,0,0,52,44,9,11,18,7,0,45,45,25,14,24,28,40,26,79
,suzukii subgroup,6,0,15,20,1,16,6,3,0,10,7,16,13,19,17,12,6,7
,Drosophila biarmipes,0,0,24,77,7,8,18,0,0,58,41,15,16,24,20,11,24,60
,Drosophila suzukii,0,0,22,20,7,7,30,6,0,12,7,13,7,19,13,27,24,104
,takahashii subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila takahashii,0,0,73,65,17,16,63,29,14,28,41,40,19,47,22,32,33,93
,obscura group,2,0,18,45,6,2,5,5,0,23,14,7,8,17,9,24,17,36
,obscura subgroup,0,0,0,3,1,0,3,1,0,0,2,1,2,2,2,1,0,3
,Drosophila obscura,0,0,48,88,15,32,53,20,10,79,66,34,14,49,58,60,43,136
,Drosophila subobscura,0,0,0,0,0,0,0,0,0,14,0,0,0,5,7,14,8,8
,pseudoobscura subgroup,35,0,35,94,48,35,129,36,7,52,34,58,30,30,33,36,15,57
,Drosophila miranda,0,0,46,37,0,17,20,12,14,27,23,0,6,14,22,15,8,41
,Drosophila persimilis,0,0,8,10,0,9,6,0,0,41,28,6,5,13,11,10,13,21
,Drosophila pseudoobscura,5,0,14,22,6,7,14,0,10,22,15,6,0,17,6,22,8,45
,willistoni group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,willistoni subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila willistoni,0,0,18,74,6,15,14,19,0,43,37,7,14,18,16,47,27,51
,Opomyzoidea,0,0,1,5,0,0,0,0,0,7,0,0,0,5,0,0,0,7
,Agromyzidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phytomyzinae,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Opomyzidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Geomyza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Geomyza tripunctata,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sciomyzoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sepsidae,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
,Sphaeroceroidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Sphaeroceridae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
,Archiborborinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Antrops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Antrops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Antrops sp. JK06,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,18,8,18
