,,Depth (cm),,,,,,,,,,,
,uncultured diatom,0,0,0,0,0,50,0,0,0,0,0,0
,Fragilariophyceae,0,0,0,0,0,0,0,0,0,0,0,0
,Fragilariophycidae,0,6,0,0,5,4,3,0,0,0,2,2
,Cyclophorales,0,0,0,0,0,0,0,0,0,0,0,0
,Cyclophoraceae,0,0,0,0,0,0,0,0,0,0,0,0
,Astrosyne,0,0,0,0,0,0,0,0,0,0,0,0
,Astrosyne radiata,0,0,0,0,0,11,0,0,0,0,0,0
,Fragilariales,0,0,0,0,0,0,0,0,0,0,0,0
,Fragilariaceae,0,5,6,0,0,17,8,5,0,0,5,9
,Asterionella,0,0,0,0,0,0,0,0,0,0,0,0
,Asterionella formosa,0,0,0,0,0,19,0,0,0,0,0,0
,Asterionellopsis,0,5,0,0,0,0,0,0,0,0,0,0
,Asterionellopsis glacialis,0,0,0,0,0,53,10,6,0,0,0,0
,Licmophorales,0,0,0,0,0,0,0,0,0,0,0,0
,Ulnariaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Ulnaria,0,0,0,0,0,0,0,0,0,0,0,0
,Ulnaria acus,0,0,0,0,0,25,0,0,0,0,0,0
,Mediophyceae,2,11,11,2,9,117,19,13,7,9,2,12
,Biddulphiophycidae,1,15,0,2,11,23,4,1,0,1,10,8
,Biddulphiales,0,0,0,0,0,0,0,0,0,0,0,0
,Biddulphiaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Biddulphia,0,0,0,0,0,11,0,0,0,0,0,0
,Biddulphia biddulphiana,0,0,0,0,0,14,0,0,0,0,0,0
,Biddulphia tridens,0,0,0,0,0,20,0,0,0,0,0,0
,Hemiaulales,0,0,0,0,0,1,0,0,0,0,0,0
,Hemiaulaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Cerataulina,0,0,0,0,0,0,0,0,0,0,0,0
,Cerataulina daemon,0,0,0,0,0,20,0,0,0,0,0,0
,Triceratiales,0,4,0,1,2,3,0,0,0,2,0,2
,Plagiogrammaceae,0,6,0,0,8,17,3,4,0,0,0,5
,Dimeregramma,0,0,0,0,0,16,0,0,0,0,0,0
,Plagiogramma <diatoms>,0,0,0,0,0,0,0,0,0,0,0,0
,Plagiogramma staurophorum,5,26,0,5,22,258,16,7,0,0,0,0
,Psammoneis,0,0,0,0,0,0,0,0,0,0,0,0
,Psammoneis japonica,0,0,0,0,0,23,0,0,0,6,0,0
,Triceratiaceae,0,6,0,0,0,13,5,4,0,0,0,0
,Triceratium,0,0,0,0,0,0,0,0,0,0,0,0
,Triceratium dubium,0,0,0,0,0,34,0,0,0,0,0,0
,Trieres,0,0,0,0,0,0,0,0,0,0,0,0
,Trieres chinensis,0,0,0,0,0,41,0,5,0,0,0,0
,Cymatosirophycidae,0,0,0,0,0,0,0,0,0,0,0,0
,Cymatosirales,0,0,0,0,0,0,0,0,0,0,0,0
,Cymatosiraceae,0,6,0,1,4,44,1,3,0,0,0,4
,Brockmanniella,0,0,0,0,0,0,0,0,0,0,0,0
,Brockmanniella brockmannii,0,0,0,0,0,21,0,0,0,0,0,0
,Cymatosira,0,0,0,0,0,1,0,0,0,0,0,0
,Cymatosira belgica,0,0,0,0,0,11,0,0,0,0,0,0
,Papiliocellulus,0,0,0,0,0,0,0,0,0,0,0,0
,Papiliocellulus simplex,0,0,0,0,0,9,0,0,0,0,0,0
,Plagiogrammopsis,0,0,0,0,0,0,0,0,0,0,0,0
,Plagiogrammopsis vanheurckii,0,14,6,7,30,579,8,12,0,6,0,19
,Lithodesmiophycidae,0,0,0,0,0,0,0,0,0,0,0,0
,Lithodesmiales,0,0,0,0,0,0,0,0,0,0,0,0
,Lithodesmiaceae,0,0,0,0,0,1,0,0,0,0,0,4
,Ditylum,0,0,0,0,0,1,0,0,0,0,0,0
,Ditylum brightwellii,0,0,0,0,0,11,0,0,0,0,0,0
,Lithodesmium,0,0,0,0,0,0,0,0,0,0,0,0
,Lithodesmium undulatum,0,0,0,0,0,64,0,0,0,0,0,5
,Toxariales,0,0,0,0,0,0,0,0,0,0,0,0
,Toxariaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Toxarium,0,0,0,0,0,0,0,0,0,0,0,0
,Toxarium undulatum,0,0,0,0,0,18,0,0,0,0,0,0
,Blastocystidae,0,0,0,0,0,0,0,0,0,0,0,0
,Blastocystis,3,10,0,0,7,12,8,11,0,16,5,3
,Blastocystis hominis,6,5,0,0,0,61,0,0,0,5,0,0
,Blastocystis sp. subtypes,0,0,0,0,0,6,0,0,0,0,0,0
,Blastocystis sp. subtype 4,0,0,0,0,0,10,0,0,0,0,6,7
,unclassified Blastocystis,0,0,0,0,0,3,0,0,0,0,0,0
,Blastocystis sp.,0,0,0,0,0,6,0,0,0,0,0,0
,Bolidophyceae,0,0,0,0,0,0,0,0,0,0,0,0
,Parmales,0,0,0,0,0,0,0,0,0,0,0,0
,Triparmaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Triparma,0,0,0,0,0,0,0,0,0,0,0,0
,Triparma laevis,0,0,0,0,0,17,0,0,0,0,0,0
,Chrysophyceae,0,0,0,0,9,11,0,0,5,0,41,0
,Chromulinales,0,0,0,0,3,9,0,0,0,0,12,0
,Chromulinaceae,0,0,0,0,11,2,0,0,0,0,5,0
,Ochromonas,0,0,0,0,3,6,0,0,0,0,0,0
,"environmental samples <golden algae,genus Ochromonas>",0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Ochromonas,0,0,0,0,0,0,0,0,0,0,27,0
,Ochromonas danica,0,0,0,0,6,10,0,0,0,0,24,0
,unclassified Ochromonas,0,0,0,0,0,0,0,0,0,0,0,0
,Ochromonas sp. CCMP1393,0,0,0,0,0,0,0,0,0,0,6,0
,Spumella,0,0,0,0,0,0,0,0,0,0,2,0
,unclassified Spumella,0,0,0,0,0,0,0,0,0,0,1,0
,Spumella sp. OF-40,0,0,0,0,0,0,0,0,0,0,16,0
,Uroglenopsis,0,0,0,0,0,0,0,0,0,0,0,0
,Uroglenopsis americana,0,0,0,0,0,0,0,0,0,0,9,0
,Chrysolepidomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Chrysolepidomonas,0,0,0,0,0,0,0,0,0,0,0,0
,Chrysolepidomonas dendrolepidota,0,0,0,0,0,0,0,0,0,0,17,0
,Dinobryaceae,0,0,0,0,0,0,0,0,0,0,1,0
,Dinobryon,0,0,0,0,0,0,0,0,0,0,5,0
,"environmental samples <golden algae,class Chrysophyceae>",0,0,0,0,0,0,0,0,0,0,1,0
,uncultured Chrysophyceae,0,0,0,0,0,0,0,0,0,0,17,0
,Dictyochophyceae,0,0,0,0,0,12,0,0,0,0,0,0
,Dictyochales,0,0,0,0,0,0,0,0,0,0,0,0
,Dictyocha,0,0,0,0,0,0,0,0,0,0,0,0
,Dictyocha speculum,0,0,0,0,0,9,0,0,0,0,0,0
,Florenciellales,0,0,0,0,0,1,0,0,0,0,0,0
,Florenciella,0,0,0,0,0,0,0,0,0,0,0,0
,Florenciella parvula,0,0,0,0,0,10,0,0,0,0,0,0
,Pedinellales,0,0,0,0,0,2,0,0,0,0,0,0
,Pseudopedinella,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudopedinella elastica,0,0,0,0,0,7,0,0,0,0,0,0
,"environmental samples <eukaryotes,clade Stramenopiles>",0,0,0,0,0,0,0,0,0,0,0,0
,uncultured stramenopile,0,0,0,0,0,7,0,0,0,0,0,0
,Eustigmatophyceae,0,0,0,0,3,10,0,5,0,5,3,1
,Eustigmatales,0,2,0,0,1,1,0,0,0,0,0,0
,Monodopsidaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Nannochloropsis,3,11,0,5,12,19,3,3,7,11,3,2
,Nannochloropsis gaditana,0,0,0,0,0,31,0,0,0,0,9,0
,Nannochloropsis granulata,0,0,0,0,0,8,0,0,0,0,0,0
,Nannochloropsis oceanica,9,19,0,0,27,126,7,5,0,44,30,21
,Nannochloropsis oculata,0,0,0,0,0,7,0,0,0,0,0,0
,Goniochloridales,0,0,0,0,0,0,0,0,0,0,0,0
,Trachydiscus,0,0,0,0,0,0,0,0,0,0,0,0
,Trachydiscus minutus,0,0,0,0,0,0,0,11,0,0,0,0
,unclassified Eustigmatophyceae,0,0,0,0,0,0,0,0,0,0,0,0
,Eustigmatophyceae sp. Chic 10/23 P-6w,0,0,0,0,0,7,0,0,0,0,43,107
,Hyphochytriomycetes,0,0,0,0,0,0,0,0,0,0,0,0
,Hyphochytriaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Hyphochytrium,0,0,0,0,0,0,0,0,0,0,0,0
,Hyphochytrium catenoides,0,0,0,0,0,36,0,0,0,0,0,0
,Labyrinthulomycetes,0,0,0,0,0,0,0,0,0,0,0,0
,Thraustochytriaceae,0,0,0,0,0,1,0,0,0,0,0,0
,Thraustochytrium,0,0,0,0,0,5,0,0,0,0,0,0
,Oomycetes,2,7,9,4,20,94,4,2,2,34,16,15
,Albuginales,0,0,0,0,0,0,0,0,0,0,0,0
,Albuginaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Albugo,0,0,0,0,0,0,0,0,0,0,0,0
,Albugo laibachii,5,5,0,0,0,40,0,0,5,0,0,0
,Lagenidiales,0,0,0,0,0,0,0,0,0,0,0,0
,Lagenidiales incertae sedis,0,0,0,0,0,0,0,0,0,0,0,0
,Paralagenidium,0,0,0,0,0,0,0,0,0,0,0,0
,Paralagenidium karlingii,0,0,0,0,0,0,0,0,0,5,0,0
,Peronosporales,2,3,7,0,3,17,6,4,1,3,5,1
,Peronosporaceae,0,5,0,0,11,13,0,5,0,4,7,14
,Peronospora,0,0,0,0,7,5,0,0,0,4,0,5
,Peronospora effusa,0,0,0,0,0,23,0,0,0,11,0,0
,Peronospora tabacina,0,0,0,0,0,34,0,0,0,5,0,0
,Phytophthora,10,35,5,8,28,121,15,12,8,29,18,27
,Phytophthora cambivora,0,0,0,0,0,6,0,0,0,0,0,0
,Phytophthora capsici,0,0,0,0,0,14,0,0,0,0,5,0
,Phytophthora infestans,9,10,0,0,5,85,0,0,0,10,6,14
,Phytophthora lateralis,0,0,0,0,0,9,0,0,0,0,12,0
,Phytophthora parasitica,5,0,0,0,11,35,0,0,0,5,7,5
,Phytophthora sojae,17,32,0,11,55,326,9,13,0,118,58,42
,unclassified Phytophthora,0,0,0,0,0,0,0,0,0,0,0,0
,Phytophthora sp.,0,0,0,0,0,5,0,0,0,0,0,0
,Plasmopara,0,0,0,0,0,10,0,0,0,7,0,0
,Plasmopara halstedii,5,0,0,0,0,32,0,0,0,0,9,0
,Plasmopara pusilla,0,0,0,0,0,5,0,0,0,0,0,0
,Pseudoperonospora,0,0,0,0,0,27,0,0,0,10,0,0
,Pythiales,0,0,0,0,0,0,0,0,0,0,0,0
,Pythiaceae,0,0,0,0,0,3,0,0,0,2,0,1
,Pythium,0,0,0,0,15,23,0,0,0,3,9,6
,Pythium insidiosum,0,0,0,0,0,34,0,0,0,18,0,0
,Pythium radiosum,0,0,0,0,0,0,0,0,0,0,8,0
,Saprolegniales,0,0,0,0,0,0,0,0,0,0,0,0
,Saprolegniaceae,2,2,0,5,8,16,3,1,3,3,7,7
,Achlya,0,0,0,0,0,0,0,0,0,0,0,0
,Achlya hypogyna,0,0,0,0,0,13,0,0,0,0,0,0
,Aphanomyces,12,5,0,5,5,8,4,10,0,3,3,8
,Aphanomyces astaci,8,21,0,0,35,104,0,0,0,26,10,20
,Aphanomyces euteiches,0,0,0,0,0,54,0,0,0,15,0,0
,Aphanomyces invadans,0,10,0,0,17,76,9,5,0,16,13,6
,Saprolegnia,11,5,0,4,24,146,12,13,5,36,20,25
,Saprolegnia diclina,11,18,0,5,42,234,0,0,0,33,15,29
,Saprolegnia ferax,0,0,0,0,0,7,0,0,0,0,0,0
,Saprolegnia parasitica,11,9,0,0,36,185,9,0,0,31,24,25
,Saprolegnia turfosa,0,0,0,0,0,7,0,0,0,0,0,0
,Pelagophyceae,0,1,0,0,1,6,1,0,0,0,1,1
,Pelagomonadales,2,0,0,0,1,10,0,4,0,2,0,3
,Aureococcus,0,0,0,0,0,0,0,0,0,0,0,0
,Aureococcus anophagefferens,50,70,24,14,128,850,45,27,14,134,106,111
,Pelagomonas,0,0,0,0,0,6,0,0,0,0,0,0
,PX clade,1,8,0,1,6,2,2,3,1,3,0,0
,Phaeophyceae,29,421,45,3,24,75,23,17,9,20,18,9
,Dictyotales,0,0,0,0,0,1,0,0,0,0,0,0
,Dictyotaceae,0,0,0,0,0,5,0,0,0,0,0,0
,Dictyopteris,0,0,0,0,0,0,0,0,0,0,0,0
,Dictyopteris divaricata,0,0,0,0,0,16,0,0,0,0,0,0
,Dictyota,0,0,0,0,0,5,0,0,0,0,0,0
,Ectocarpales,0,13,2,0,8,13,0,6,0,0,7,0
,Chordariaceae,0,3,0,0,0,4,0,0,0,0,0,0
,Pleurocladia,0,0,0,0,0,0,0,0,0,0,0,0
,Pleurocladia lacustris,0,5,0,0,0,5,0,0,0,0,0,0
,Ectocarpaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Ectocarpus,0,0,0,0,0,0,0,0,0,0,0,0
,Ectocarpus siliculosus,0,0,0,0,0,12,0,0,0,0,0,0
,Scytosiphonaceae,0,18,8,0,0,7,0,0,0,0,0,0
,Fucales,9,237,15,1,2,54,9,7,3,12,5,10
,Fucaceae,6,11,7,0,5,13,6,0,0,2,0,0
,Fucaceae mixed library SB-2002,0,16,0,0,0,0,0,0,0,0,0,0
,Fucus,20,267,30,7,0,137,18,30,13,8,0,0
,Fucus distichus,0,7,0,0,0,0,0,0,0,0,0,0
,Fucus serratus,0,31,7,0,0,16,6,0,0,0,0,0
,Fucus vesiculosus,0,38,8,0,0,19,0,0,0,0,0,0
,Pelvetiopsis,0,0,0,0,0,0,0,0,0,0,0,0
,Pelvetiopsis limitata,0,15,0,0,0,16,0,0,0,0,0,0
,Sargassaceae,52,958,116,14,8,127,27,29,16,12,3,7
,Coccophora,0,0,0,0,0,0,0,0,0,0,0,0
,Coccophora langsdorfii,18,458,30,5,0,32,6,0,0,0,0,0
,Cystoseira,0,14,6,0,0,3,0,0,0,0,0,0
,Cystoseira tamariscifolia,0,6,0,0,0,7,0,0,0,0,0,0
,Halidrys,0,0,0,0,0,0,0,0,0,0,0,0
,Halidrys siliquosa,7,148,28,0,0,31,6,6,5,0,0,0
,Sargassum,28,440,65,7,6,59,23,17,11,4,7,0
,Sargassum aquifolium,0,9,5,0,0,0,0,0,0,0,0,0
,Sargassum confusum,0,22,0,0,0,0,0,0,0,0,0,0
,Sargassum fusiforme,0,5,0,0,0,0,0,0,0,0,0,0
,Sargassum hemiphyllum,0,5,0,0,0,0,0,0,0,0,0,0
,Sargassum horneri,5,117,20,0,0,14,0,8,0,0,0,0
,Sargassum ilicifolium,0,6,0,0,0,0,0,0,0,0,0,0
,Sargassum muticum,0,15,0,0,0,10,6,0,0,0,0,0
,Sargassum natans,0,29,0,0,0,0,0,0,0,0,0,0
,Sargassum thunbergii,0,30,5,0,0,7,0,0,0,8,0,0
,Sargassum yezoense,0,13,8,0,0,0,0,0,0,0,0,0
,Turbinaria <brown algae>,0,0,0,0,0,0,0,0,0,0,0,0
,Turbinaria ornata,0,66,14,0,0,7,0,0,0,0,0,0
,Laminariales,0,20,0,0,0,6,6,9,0,0,0,0
,Alariaceae,0,1,0,0,0,0,0,0,0,0,0,0
,Undaria,0,0,0,0,0,0,0,0,0,0,0,0
,Undaria pinnatifida,0,7,0,0,0,9,0,0,0,0,0,0
,Laminariaceae,0,10,0,0,0,8,5,0,0,0,0,0
,Macrocystis,0,0,0,0,0,0,0,0,0,0,0,0
,Macrocystis integrifolia,0,0,0,0,0,12,0,0,0,0,0,0
,Saccharina,0,15,0,0,0,5,0,0,0,0,0,0
,Saccharina japonica,0,5,0,0,0,13,0,0,0,0,0,0
,Xanthophyceae,0,0,0,0,0,3,0,0,0,0,0,0
,Mischococcales,0,0,0,0,0,0,0,0,0,0,0,0
,Mischococcaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Mischococcus,0,0,0,0,0,0,0,0,0,0,0,0
,Mischococcus sphaerocephalus,0,0,0,0,0,22,0,0,0,9,0,0
,Raphidophyceae,0,0,0,0,0,0,0,0,0,0,0,0
,Chattonellales,0,0,0,0,0,1,0,0,0,0,0,0
,Chattonellaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Chattonella,0,0,0,0,0,1,0,0,0,0,0,0
,Chattonella marina,0,0,0,0,0,11,0,0,0,0,0,0
,Heterosigma,0,0,0,0,0,0,0,0,0,0,0,0
,Heterosigma akashiwo,0,0,0,0,0,16,0,0,0,0,0,0
,Vacuolariaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Gonyostomum,0,0,0,0,0,0,0,0,0,0,0,0
,Gonyostomum semen,0,0,0,0,0,5,0,0,0,0,0,0
,Vacuolaria,0,0,0,0,0,0,0,0,0,0,0,0
,Vacuolaria virescens,0,0,0,0,0,5,0,0,0,0,0,0
,Slopalinida,0,0,0,0,0,0,0,0,0,0,0,0
,Proteromonadidae,0,0,0,0,0,0,0,0,0,0,0,0
,Proteromonas,0,0,0,0,0,0,0,0,0,0,0,0
,Proteromonas lacertae,0,0,0,0,0,12,0,0,0,7,0,0
,Synurophyceae,0,7,0,0,5,2,0,0,0,0,9,11
,Ochromonadales,0,0,0,0,0,0,0,0,0,0,0,0
,Ochromonadaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Poterioochromonas,0,0,0,0,0,0,0,0,0,0,0,0
,Poterioochromonas malhamensis,0,0,0,0,0,0,0,0,0,0,11,0
,Synurales,0,0,0,0,2,5,0,0,0,6,9,0
,Mallomonadaceae,0,0,0,0,13,8,0,0,0,0,29,0
,Mallomonas,0,0,0,0,5,7,0,0,0,0,10,0
,Mallomonas elongata,0,0,0,0,0,0,0,0,0,0,6,0
,Synura,0,0,0,0,0,4,0,0,0,0,16,0
,Synura petersenii,0,0,0,0,0,9,0,0,0,0,0,0
,Synura uvella,0,0,0,0,0,0,0,0,0,0,7,0
,unclassified eukaryotes,0,0,0,0,16,8,0,0,0,3,1,0
,eukaryote SCGC,0,0,0,0,0,0,0,0,0,0,7,0
,eukaryote SCGC AAA074-J15,0,0,0,0,0,0,0,0,0,0,5,0
,Palpitomonas,0,0,0,0,0,0,0,0,0,0,0,0
,Palpitomonas bilix,0,0,0,0,0,46,0,0,0,13,0,5
,Telonemida,0,0,0,0,0,0,0,0,0,0,0,0
,Telonema,0,0,0,0,0,1,0,0,0,0,0,0
,Telonema subtile,0,0,0,0,0,6,0,0,0,0,0,0
Viridiplantae,Viridiplantae,12,55,14,8,61,330,32,18,22,63,37,70
,Chlorophyta,17,29,16,15,47,231,22,15,7,54,55,132
,Chlorodendrophyceae,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorodendrales,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorodendraceae,0,5,0,0,0,0,0,0,0,0,0,0
,Tetraselmis,0,0,0,0,5,10,0,0,0,2,0,0
,Tetraselmis subcordiformis,0,0,0,0,0,29,0,0,0,6,0,25
,Chlorophyceae,10,16,8,10,28,46,19,7,8,20,18,46
,Chlamydomonadales,7,15,11,4,10,61,10,10,0,26,14,39
,Chlamydomonadaceae,2,7,1,1,9,16,0,12,0,6,4,4
,Chlamydomonas,0,3,5,0,2,23,0,0,0,2,5,14
,Chlamydomonas reinhardtii,40,55,0,8,91,524,17,0,8,101,50,76
,unclassified Chlamydomonas,0,0,0,0,0,0,0,0,0,0,0,0
,Chlamydomonas sp. ICE-L,0,0,0,0,0,0,0,0,0,0,30,89
,Chloromonas,0,0,0,0,0,0,0,0,0,0,0,13
,Microglena,0,0,0,0,0,0,0,0,0,0,0,0
,Microglena monadina,0,0,0,0,0,8,0,0,0,0,0,0
,Vitreochlamys,0,0,0,0,0,1,0,0,0,0,0,0
,Vitreochlamys nekrassovii,0,0,0,0,0,6,0,0,0,0,0,0
,Chlamydomonadales incertae sedis,0,0,0,0,0,5,0,0,0,5,0,0
,Cylindrocapsa,0,0,0,0,0,0,0,0,0,0,0,0
,Cylindrocapsa geminella,0,0,0,0,0,0,0,0,0,5,0,0
,Stephanosphaera,0,0,0,0,0,0,0,0,0,0,0,0
,Stephanosphaera pluvialis,0,0,0,0,0,5,0,0,0,0,0,0
,Dunaliellaceae,0,0,0,0,0,2,0,0,0,0,0,0
,Dunaliella,0,0,0,0,0,6,0,0,0,0,0,0
,Haematococcaceae,0,0,0,0,0,2,0,0,0,0,0,0
,Haematococcus,0,0,0,0,0,0,0,0,0,0,0,0
,Haematococcus lacustris,0,0,0,0,0,28,0,0,0,0,0,0
,Phacotaceae,0,0,0,0,0,0,0,0,0,0,0,2
,Pteromonas,0,0,0,0,0,0,0,0,0,0,0,6
,Volvocaceae,5,2,0,0,2,11,3,0,0,1,2,6
,Pleodorina,0,0,0,0,0,0,0,0,0,0,0,0
,Pleodorina californica,0,0,0,0,0,10,0,0,0,0,0,0
,Volvox,0,1,0,0,0,2,0,0,0,0,1,0
,Volvox carteri,10,27,0,0,25,240,18,0,7,35,14,30
,Chlorophyceae incertae sedis,0,11,0,0,0,15,0,0,0,0,0,0
,Elakatothrix,0,0,0,0,0,0,0,0,0,0,0,0
,Elakatothrix viridis,0,0,0,0,0,5,0,0,0,0,0,0
,Pleurastrum,0,0,0,0,0,0,0,0,0,0,0,0
,Pleurastrum terricola,0,0,0,0,0,9,0,0,0,0,0,0
,Spermatozopsis,0,0,0,0,0,0,0,0,0,0,0,0
,Spermatozopsis similis,0,0,0,0,0,5,0,0,0,0,0,0
,Chlorosarcinales,0,0,0,0,0,1,0,0,0,0,0,0
,Chlorosarcina,0,0,0,0,0,5,0,0,0,0,0,0
,OCC clade,0,0,0,0,0,0,0,0,0,0,0,0
,Chaetophorales,0,0,0,0,0,2,0,0,0,0,0,0
,Chaetophorales incertae sedis,0,0,0,0,0,1,0,0,0,0,0,0
,Uronemataceae,0,0,0,0,0,0,0,0,0,0,0,0
,Uronema <green algae>,0,0,0,0,0,5,0,0,0,0,0,0
,Oedogoniales,0,0,0,0,0,6,0,0,0,0,0,0
,Oedocladium,0,0,0,0,0,0,0,0,0,0,0,0
,Oedocladium carolinianum,0,0,0,0,0,9,0,0,0,0,0,0
,Sphaeropleales,8,10,0,1,11,12,4,9,0,6,2,7
,Bracteacoccaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Bracteacoccus,0,0,0,0,0,0,0,0,0,0,0,7
,Hydrodictyaceae,0,0,0,0,8,11,0,0,0,0,0,5
,Pediastrum,0,0,0,0,5,0,0,0,0,0,0,7
,Stauridium,0,0,0,0,0,0,0,0,0,0,0,0
,Stauridium tetras,0,0,0,0,0,10,0,0,0,0,0,0
,Neochloridaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorotetraedron,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorotetraedron incus,0,0,0,0,0,7,0,0,0,0,0,0
,Scenedesmaceae,0,7,0,0,0,3,0,0,0,0,0,0
,Coelastrella,0,0,0,0,0,0,0,0,0,0,0,0
,Coelastrella saipanensis,0,0,0,0,0,8,0,0,0,0,0,0
,Scenedesmus,0,0,0,0,0,6,0,0,0,0,0,0
,Selenastraceae,1,2,0,0,2,2,0,1,0,1,1,1
,Monoraphidium,0,0,0,0,0,0,0,0,0,0,0,0
,Monoraphidium neglectum,25,41,5,12,36,277,11,16,0,54,28,39
,Sphaeropleales incertae sedis,0,0,0,0,0,5,0,0,0,0,0,0
,Chloropicophyceae,0,0,0,0,0,0,0,0,0,0,0,0
,Chloropicales,0,0,0,0,0,0,0,0,0,0,0,0
,Chloropicaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Chloroparvula,0,0,0,0,0,0,0,0,0,0,0,0
,Chloroparvula japonica,0,0,0,0,0,7,0,0,0,0,0,0
,Chloropicon,0,0,0,0,0,0,0,0,0,0,0,0
,Chloropicon roscoffensis,0,0,0,0,0,11,0,0,0,0,0,5
,Mamiellophyceae,2,2,0,0,0,2,0,3,0,0,1,4
,Mamiellales,0,1,0,4,0,12,0,1,0,2,2,3
,Bathycoccaceae,3,0,4,9,0,3,0,0,0,0,0,0
,Bathycoccus,0,0,0,0,0,0,0,0,0,0,0,0
,Bathycoccus prasinos,11,46,53,0,29,330,131,95,36,16,17,32
,Ostreococcus,4,4,0,2,5,3,6,7,0,5,0,5
,Ostreococcus tauri,0,8,0,0,10,57,7,0,0,0,15,15
,unclassified Ostreococcus,0,0,0,0,0,0,0,0,0,0,0,0
,Ostreococcus sp. 'lucimarinus',7,18,0,6,9,62,18,5,6,11,9,8
,Mamiellaceae,0,0,0,0,0,2,1,0,0,0,0,0
,Micromonas,0,0,4,3,0,31,0,1,1,1,0,5
,Micromonas commoda,22,43,12,0,45,398,37,18,5,79,11,59
,Micromonas pusilla,26,34,11,8,41,291,59,24,7,57,12,46
,Nephroselmidophyceae,0,0,0,0,0,0,0,0,0,0,0,0
,Nephroselmis,0,0,0,0,0,6,0,0,0,5,5,0
,Nephroselmis olivacea,0,0,0,0,0,8,0,0,0,0,0,0
,Palmophyllophyceae,0,0,0,0,0,0,0,0,0,0,0,0
,Prasinococcales,0,5,0,0,0,3,0,0,0,0,0,0
,Prasinococcaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Prasinoderma,0,0,0,0,0,0,0,0,0,0,0,0
,Prasinoderma coloniale,0,0,0,0,0,7,0,0,0,0,0,0
,Pedinophyceae,0,0,0,0,0,3,0,0,0,0,0,3
,Pedinomonadales,0,0,0,0,0,0,0,0,0,0,0,0
,Pedinomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Pedinomonas,0,0,0,0,0,3,0,0,0,0,1,1
,Pedinomonas tuberculata,0,0,0,0,0,11,0,0,0,0,11,27
,prasinophyte clade VII,0,0,0,0,0,0,0,0,0,0,0,0
,Picocystis,0,0,0,0,0,0,0,0,0,0,0,0
,Picocystis salinarum,0,0,0,0,0,5,0,0,0,0,0,0
,unclassified prasinophyte clade VII,0,0,0,0,0,1,0,0,0,0,0,0
,Pycnococcaceae,0,5,0,0,0,11,0,0,0,0,0,0
,Pycnococcus,0,0,0,0,0,0,0,0,0,0,0,0
,Pycnococcus provasolii,0,0,0,0,0,24,0,0,0,0,0,0
,Pyramimonadales,0,5,0,0,0,3,8,2,0,1,1,3
,Cymbomonas,0,0,0,0,0,0,0,0,0,0,0,0
,Cymbomonas tetramitiformis,0,5,0,0,0,40,13,31,0,29,0,0
,Pyramimonas,0,0,0,0,0,0,0,0,0,0,0,2
,Pyramimonas parkeae,0,0,0,0,0,10,0,0,0,0,7,9
,Trebouxiophyceae,3,8,13,3,18,21,7,13,1,9,10,16
,Chlorellales,4,3,0,0,1,11,0,6,0,3,2,1
,Chlorellaceae,2,7,4,13,3,40,9,6,2,7,4,1
,Auxenochlorella,0,0,0,0,0,0,0,0,0,0,0,0
,Auxenochlorella protothecoides,21,32,5,0,25,206,11,8,0,40,18,35
,Chlorella clade,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorella,0,7,0,1,3,43,5,13,1,28,8,12
,Chlorella heliozoae,0,0,0,0,8,24,0,0,0,0,0,12
,Chlorella variabilis,29,62,0,6,46,367,23,0,6,51,29,37
,unclassified Chlorella,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorella sp. IFRPD 1014,0,0,0,0,0,6,0,0,0,0,0,0
,Micractinium,0,0,0,0,0,0,0,0,0,0,0,0
,Micractinium conductrix,0,0,0,0,6,0,0,0,0,0,0,0
,Helicosporidium,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Helicosporidium,0,0,0,0,0,0,0,0,0,0,0,0
,Helicosporidium sp. ex Simulium jonesi,0,0,0,0,0,0,0,0,0,7,0,0
