,,Depth (cm),,,
,Dryopteris,0,0,0,0
,Dryopteris decipiens,0,0,0,0
,Pteridineae,0,0,0,0
,Pteridaceae,0,0,0,0
,Spermatophyta,4,143,103,28
,Acrogymnospermae,6,6,11,0
,Cycadopsida,0,0,0,0
,Cycadidae,0,0,0,0
,Cycadales,0,0,0,0
,Zamiaceae,0,0,0,0
,Dioon,8,0,0,0
,Pinopsida,0,0,0,0
,Pinidae,5,5,6,0
,Cupressales,0,0,0,0
,Cupressaceae,0,0,0,0
,Cryptomeria,0,0,0,0
,Cryptomeria japonica,0,0,0,0
,Taxaceae,0,0,0,0
,Taxus,0,0,0,0
,Pinales,0,0,0,0
,Pinaceae,0,4,7,0
,Picea,0,15,0,0
,Picea abies,0,0,0,0
,Picea glauca,0,7,0,0
,Pinus,0,0,0,0
,Pinus subgen. Pinus,0,9,4,0
,Pinus elliottii,0,0,0,0
,Pinus taeda,0,17,15,0
,Magnoliopsida,25,452,267,66
,Amborellales,0,0,0,0
,Amborellaceae,0,0,0,0
,Amborella,0,0,0,0
,Amborella trichopoda,0,54,24,13
,Austrobaileyales,0,1,0,0
,Schisandraceae,0,0,0,0
,Schisandra,0,0,0,0
,Schisandra sphenanthera,0,15,0,0
,Mesangiospermae,229,4601,3298,552
,eudicotyledons,5,303,224,25
,Gunneridae,3,47,20,7
,Pentapetalae,175,4685,2445,225
,asterids,13,347,210,11
,campanulids,4,22,12,5
,Apiales,0,0,0,0
,Apiineae,6,0,1,5
,Apiaceae,0,0,1,0
,Apioideae,0,12,2,4
,apioid superclade,0,0,0,0
,Selineae,0,0,0,0
,Bupleureae,0,0,0,0
,Bupleurum,0,0,0,0
,Bupleurum falcatum,0,0,0,0
,Scandiceae,0,2,0,0
,Daucinae,0,0,0,0
,Daucus,0,2,1,0
,Daucus sect. Daucus,0,0,0,0
,Daucus carota,0,112,89,17
,Araliaceae,0,2,2,0
,Panax,0,42,15,0
,Panax ginseng,0,14,10,0
,Asterales,2,13,10,0
,Asteraceae,47,334,79,6
,Asteroideae,6,69,18,0
,Anthemideae,5,145,39,0
,Artemisiinae,0,6,10,0
,Artemisia,0,7,0,0
,Chrysanthemum,0,36,0,0
,Chrysanthemum x morifolium,0,27,0,0
,Matricariinae,0,11,0,0
,Achillea,0,11,0,0
,Achillea millefolium complex,0,0,0,0
,Achillea millefolium,0,31,0,0
,Achillea schmakovii,0,21,0,0
,Astereae,0,3,0,0
,South American lineages,0,1,0,0
,Diplostephium,0,11,0,0
,Gnaphalieae,0,0,0,0
,Hyalosperma,0,0,0,0
,Hyalosperma cotula,0,6,0,0
,Heliantheae alliance,4,9,10,5
,Helenieae,0,0,0,0
,Marshalliinae,0,0,0,0
,Marshallia,0,8,0,0
,Heliantheae,0,3,2,0
,Helianthus,0,14,6,0
,Helianthus annuus,13,96,43,0
,Madieae,0,0,0,0
,Baeriinae,0,0,0,0
,Lasthenia,0,0,0,0
,Lasthenia californica,7,0,10,0
,Senecioneae,1,0,0,0
,Tussilagininae,9,0,0,0
,Carduoideae,0,0,0,0
,Cardueae,7,36,8,0
,Carduinae,1,19,9,0
,Cirsium,0,10,0,0
,Cirsium arvense,0,5,0,0
,Cynara,0,0,0,0
,Cynara cardunculus,9,97,30,0
,Cichorioideae,0,0,0,0
,Cichorieae,0,9,10,0
,Hypochaeridinae,0,1,0,0
,Hypochaeris,0,5,0,0
,Lactucinae,0,0,0,0
,Lactuca,0,39,9,0
,Lactuca sativa,0,65,27,0
,Campanulaceae,0,5,7,0
,Platycodon,0,0,0,0
,Platycodon grandiflorus,0,7,0,0
,Menyanthaceae,0,0,0,0
,Menyanthes,0,0,0,0
,Menyanthes trifoliata,0,0,0,0
,Dipsacales,0,3,5,0
,Adoxaceae,0,1,0,0
,Sambucus,0,0,0,0
,Sambucus nigra,0,12,0,0
,Caprifoliaceae,0,14,17,0
,Dipsacus,0,5,0,0
,Cornales,0,5,0,0
,Ericales,9,177,119,12
,Actinidiaceae,0,0,0,0
,Actinidia,0,4,0,0
,Actinidia rufa x Actinidia chinensis,0,7,0,0
,Ebenaceae,0,0,0,0
,Diospyros,0,1,6,0
,Diospyros kaki,0,7,0,0
,Diospyros lotus,0,5,0,0
,Ericaceae,0,125,66,2
,Ericoideae,0,34,23,0
,Empetreae,0,0,0,0
,Empetrum,0,4,0,0
,Empetrum rubrum,0,5,0,0
,Ericeae,0,13,4,0
,Calluna,0,0,0,0
,Calluna vulgaris,0,60,28,0
,Erica,0,10,18,0
,Rhodoreae,0,0,0,0
,Rhododendron,0,34,24,0
,Rhododendron simsii,0,51,31,0
,Pyroloideae,0,4,4,0
,Monotropeae,0,1,1,0
,Monotropa,0,0,0,0
,Monotropa hypopitys,0,28,23,5
,Vaccinioideae,0,1,2,0
,Vaccinieae,0,0,0,0
,Vaccinium,0,39,24,0
,Vaccinium macrocarpon,0,76,43,6
,Primulaceae,0,1,0,0
,Primula,0,6,0,0
,Sarraceniaceae,0,0,0,0
,Sarracenia,0,0,0,0
,Sarracenia alata,0,10,5,0
,Styracaceae,0,6,0,0
,Theaceae,0,21,8,0
,Camellia,0,6,3,0
,Camellia sinensis,8,151,88,5
,lamiids,7,72,55,5
,Boraginales,0,5,0,0
,Gentianales,0,10,10,7
,Apocynaceae,0,5,8,0
,Asclepiadoideae,0,3,5,0
,Asclepiadeae,0,9,0,0
,Cynanchinae,0,0,0,0
,Cynanchum,0,5,0,0
,Rauvolfioideae,0,0,5,0
,Vinceae,0,0,0,0
,Vincinae,0,0,0,0
,Vinca,0,0,0,0
,Vinca major,0,0,0,0
,Gentianaceae,0,0,0,0
,Chironieae,0,0,0,0
,Chironiinae,0,0,0,0
,Sabatia,0,0,0,0
,Sabatia campestris,0,0,0,0
,Rubiaceae,8,14,3,6
,Ixoroideae,0,0,1,0
,Gardenieae complex,0,0,0,0
,Bertiereae - Coffeeae clade,0,0,0,0
,Coffeeae,0,0,0,0
,Coffea,0,49,26,6
,Coffea arabica,0,19,11,0
,Coffea eugenioides,0,10,0,0
,Rubioideae,1,34,4,0
,Ophiorrhizeae,0,0,0,0
,Xanthophytum,0,0,0,0
,Xanthophytum capitellatum,0,8,18,0
,Rubieae,6,9,3,0
,Galium,0,54,24,0
,Galium aparine,0,6,0,0
,Galium mollugo,0,16,0,0
,Lamiales,15,108,186,34
,Gesneriaceae,0,1,0,0
,Didymocarpoideae,0,1,0,0
,Trichosporeae,0,13,7,0
,Lamiaceae,0,13,9,5
,Nepetoideae,0,30,15,2
,Mentheae,0,41,35,12
,Mentha,0,0,0,0
,Prunella,0,0,0,0
,Prunella vulgaris,0,0,20,0
,Salvia,0,0,0,0
,Salvia incertae sedis,0,0,0,0
,Salvia miltiorrhiza,0,0,0,0
,Ocimeae,0,8,5,0
,Scutellarioideae,0,0,0,0
,Scutellaria,0,0,0,0
,Teucrioideae,0,0,0,0
,Ajuga,0,0,0,0
,Ajuga reptans,0,0,0,0
,Oleaceae,0,2,6,0
,Oleeae,7,64,45,6
,Fraxinus,0,110,49,5
,Olea,0,3,1,0
,Olea europaea,0,98,42,0
,Orobanchaceae,0,5,18,7
,Orobancheae,0,0,0,0
,Orobanche,0,21,12,0
,Orobanche rapum-genistae,0,0,0,0
,Rhinantheae,0,12,17,0
,Bartsia,0,1,3,0
,Euphrasia,0,0,13,0
,Neobartsia,0,0,0,0
,Neobartsia inaequalis,0,0,5,0
,Neobartsia pedicularoides,0,9,7,0
,Pedaliaceae,0,0,0,0
,Sesamum,0,0,0,0
,Sesamum indicum,0,35,29,0
,Phrymaceae,0,0,0,0
,Erythranthe,0,0,0,0
,Erythranthe guttata,0,42,29,0
,Plantaginaceae,0,20,25,0
,Plantagineae,0,2,0,0
,Plantago,0,114,169,0
,Plantago lagopus,0,27,51,0
,Plantago lanceolata,0,5,11,0
,Plantago maritima,0,19,0,0
,Solanales,0,16,4,0
,Convolvulaceae,1,4,6,1
,Ipomoeeae,0,0,0,0
,Ipomoea,21,166,56,14
,Ipomoea nil,0,15,19,0
,Ipomoea trifida,0,97,35,8
,Ipomoea triloba,0,147,96,16
,Solanaceae,10,37,14,5
,Nicotianoideae,0,0,0,0
,Nicotianeae,0,0,0,0
,Nicotiana,6,52,17,5
,Nicotiana attenuata,0,25,22,0
,Nicotiana sylvestris,0,12,5,0
,Nicotiana tabacum,0,22,10,0
,Nicotiana tomentosiformis,0,6,7,0
,Solanoideae,8,19,10,3
,Capsiceae,0,0,0,0
,Capsicum,19,2,0,0
,Capsicum annuum,58,48,26,0
,Solaneae,0,0,0,0
,Solanum,4,16,12,8
,Solanum subgen. Lycopersicon,13,245,118,15
,Solanum lycopersicum,22,229,122,29
,Solanum pennellii,15,236,136,21
,Solanum tuberosum,0,30,7,0
,Caryophyllales,6,241,28,14
,Aizoaceae,0,5,0,0
,Amaranthaceae,0,21,4,9
,Cactineae,0,13,10,0
,Cactaceae,0,0,0,0
,Cactoideae,0,0,0,0
,Echinocereeae,0,0,0,0
,Carnegiea,0,0,0,0
,Carnegiea gigantea,0,0,0,0
,Caryophyllaceae,0,1,6,0
,Sileneae,0,0,0,0
,Silene,13,330,145,5
,Silene latifolia,0,12,0,0
,Chenopodiaceae,0,0,0,0
,Betoideae,0,0,0,0
,Beta <vulgaris>,0,8,2,0
,Beta vulgaris,0,80,31,0
,Chenopodioideae,0,10,4,0
,Anserineae,0,0,0,0
,Spinacia,0,0,0,0
,Spinacia oleracea,0,34,7,0
,Atripliceae,0,0,1,0
,Chenopodium,0,1,1,0
,Chenopodium quinoa,0,96,45,0
,Nepenthaceae,0,0,0,0
,Nepenthes,0,8,0,0
,Plumbaginaceae,0,7,0,0
,Polygonaceae,1,462,27,7
,Eriogonoideae,0,0,0,0
,Afrobrunnichia,0,0,0,0
,Afrobrunnichia erecta,0,14,0,0
,Brunnichieae,0,0,0,0
,Antigonon,0,0,0,0
,Antigonon leptopus,0,9,0,0
,Polygonoideae,6,131,12,10
,Fagopyreae,0,0,0,0
,Fagopyrum,0,13,0,0
,Fagopyrum esculentum,0,5,0,0
,Persicarieae,0,10,1,0
,Persicaria,0,118,6,0
,Persicaria amphibia,0,7,0,0
,Persicaria hydropiper,0,12,0,0
,Persicaria minor,0,8,0,0
,Persicaria runcinata,0,56,0,0
,Persicaria tinctoria,0,8,0,0
,Persicaria virginiana,0,60,0,0
,Polygoneae,0,17,5,0
,Fallopia,0,6,0,0
,Fallopia multiflora,5,236,0,0
,Fallopia sachalinensis,0,10,0,0
,Rumiceae,0,18,0,0
,Rheum,0,4,0,0
,Rheum australe,0,5,0,0
,rosids,36,871,440,68
,fabids,16,310,140,25
,Celastrales,0,0,0,0
,Celastraceae,0,9,0,0
,Cucurbitales,0,2,0,0
,Cucurbitaceae,12,11,12,7
,Benincaseae,0,3,3,0
,Citrullus,0,5,0,0
,Cucumis,6,13,9,1
,Cucumis melo,29,332,191,25
,Cucumis sativus,6,0,5,0
,Cucurbiteae,0,0,0,0
,Cucurbita,0,28,32,5
,Cucurbita maxima,0,10,6,0
,Cucurbita moschata,0,0,0,0
,Cucurbita pepo,0,16,0,0
,Momordiceae,0,0,0,0
,Momordica,0,0,0,0
,Momordica charantia,0,18,6,0
,Fabales,0,0,0,0
,Fabaceae,9,51,30,5
,Caesalpinioideae,0,0,0,0
,Cassia clade,0,0,0,0
,Senna,0,5,0,0
,mimosoid clade,0,7,1,0
,Ingeae,0,0,0,0
,Albizia,0,5,0,0
,Mimoseae,0,5,1,0
,Prosopis,0,0,0,0
,Prosopis alba,0,49,18,0
,Papilionoideae,44,388,153,13
,50 kb inversion clade,0,0,0,0
,dalbergioids sensu lato,0,0,0,0
,Dalbergieae,0,0,1,0
,Pterocarpus clade,0,0,0,0
,Arachis,10,68,35,3
,Arachis duranensis,0,6,0,0
,Arachis hypogaea,0,115,74,19
,Arachis ipaensis,0,13,0,0
,genistoids sensu lato,0,0,0,0
,core genistoids,0,0,0,0
,Genisteae,0,0,0,0
,Lupinus,0,1,1,0
,Lupinus angustifolius,30,327,163,26
,Sophoreae,0,0,0,0
,Sophora,0,6,0,0
,NPAAA clade,0,0,0,0
,Hologalegina,0,0,0,0
,IRL clade,0,0,0,0
,Cicereae,0,0,0,0
,Cicer,0,0,0,0
,Cicer arietinum,12,278,134,20
,Fabeae,0,9,16,0
,Lathyrus,0,0,18,0
,Pisum,0,0,1,0
,Pisum sativum,0,12,6,0
,Vicia,0,0,5,0
,Vicia faba,0,6,0,0
,Trifolieae,2,20,11,3
,Medicago,1,7,6,0
,Medicago truncatula,12,223,129,16
,Trifolium,5,24,17,0
,Trifolium alexandrinum,0,0,0,0
,Trifolium nigrescens,0,0,0,0
,Trifolium pratense,0,5,5,0
,Trifolium repens,0,254,54,0
,robinioid clade,0,0,0,0
,Loteae,0,2,1,0
,Lotus,0,14,3,0
,Lotus japonicus,26,3906,432,10
,indigoferoid/millettioid clade,0,0,0,0
,Abreae,0,0,0,0
,Abrus,0,0,0,0
,Abrus precatorius,0,23,0,0
,Millettieae,0,0,0,0
,Phaseoleae,21,47,23,7
,Cajanus,0,0,0,0
,Cajanus cajan,0,39,24,0
,Glycine,0,3,2,0
,Glycine subgen. Soja,3,50,13,7
,Glycine max,10,60,28,18
,Glycine soja,0,7,7,0
,Phaseolus,0,0,0,0
,Phaseolus vulgaris,0,15,9,0
,Vigna,40,39,21,4
,Vigna angularis,30,237,145,19
,Vigna radiata,18,12,0,0
,Vigna unguiculata,51,290,189,51
,Cladrastis clade,0,0,0,0
,Styphnolobium,0,0,0,0
,Styphnolobium japonicum,0,11,0,0
,Fagales,12,19,11,7
,Betulaceae,0,0,2,0
,Betula,0,0,0,0
,Betula pendula,0,11,12,0
,Fagaceae,0,0,0,0
,Quercus,0,4,2,0
,Quercus robur,0,0,0,0
,Quercus suber,0,30,25,12
,Juglandaceae,0,5,1,0
,Juglans,0,0,0,0
,Juglans regia,0,70,38,0
,Malpighiales,7,36,20,10
,Euphorbiaceae,11,10,3,1
,Acalyphoideae,0,0,1,0
,Acalypheae,0,1,0,0
,Ricinus,0,0,0,0
,Ricinus communis,0,25,15,0
,Crotonoideae,0,18,8,9
,Jatropheae,0,0,0,0
,Jatropha,0,0,0,0
,Jatropha curcas,0,36,10,0
,Manihoteae,0,0,0,0
,Manihot,0,1,0,0
,Manihot esculenta,0,32,11,0
,Micrandreae,0,0,0,0
,Hevea,0,0,0,0
,Hevea brasiliensis,0,50,23,0
,Linaceae,0,0,0,0
,Linum,0,0,0,0
,Linum usitatissimum,12,155,73,8
,Passifloraceae,0,2,2,6
,Passiflora,0,2,6,0
,Passiflora edulis,0,107,61,0
,Turnera,0,0,0,0
,Turnera subulata,0,39,5,0
,Salicaceae,0,3,3,0
,Saliceae,0,15,2,2
,Populus,2,39,23,14
,Populus euphratica,0,9,0,0
,Populus tremula x Populus alba,0,0,0,0
,Populus trichocarpa,6,138,30,0
,Salix,0,0,0,0
,Salix suchowensis,0,0,0,0
,Rosales,3,31,16,17
,Cannabaceae,0,0,5,0
,Cannabis,0,0,0,0
,Cannabis sativa,0,6,0,0
,Moraceae,0,2,5,0
,Morus,0,1,0,0
,Morus notabilis,5,43,12,0
,Rhamnaceae,0,2,0,0
,Paliureae,0,0,0,0
,Ziziphus,0,3,1,0
,Ziziphus jujuba,5,32,11,0
,Rosaceae,2,122,29,12
,Amygdaloideae,10,17,12,6
,Amygdaleae,0,0,0,0
,Prunus,0,64,35,15
,Prunus avium,0,13,0,0
,Prunus dulcis,0,152,67,0
,Prunus mume,0,6,5,0
,Prunus persica,0,11,5,0
,Maleae,10,35,19,0
,Malus,0,6,7,0
,Malus domestica,0,30,19,0
,Photinia,0,0,0,0
,Photinia x fraseri,0,0,0,0
,Pyrus,0,10,5,0
,Pyrus x bretschneideri,0,18,0,0
,Rosoideae,14,390,57,43
,Potentilleae,0,10,6,3
,Fragariinae,0,1,3,0
,Fragaria,0,18,2,1
,Fragaria vesca,0,489,56,35
,Fragaria x ananassa,0,0,0,0
,Potentilleae incertae sedis,0,21,13,6
,Potentilla,0,43,6,5
,Potentilla anserina,0,0,0,0
,Potentilla micropetala,0,0,0,0
,Rosoideae incertae sedis,0,4,12,2
,Filipendula,0,0,0,0
,Filipendula ulmaria,0,0,0,0
,Filipendula vulgaris,0,0,0,0
,Rosa,0,16,9,5
,Rosa chinensis,8,458,65,38
,Rosa multiflora,0,5,0,0
,Rosa rugosa,0,0,0,0
,Rubus,0,0,0,0
,Sanguisorbeae,0,0,0,0
,Sanguisorbinae,0,0,0,0
,Ulmaceae,0,0,0,0
,Ulmus,0,0,0,0
,malvids,9,98,43,10
,Brassicales,9,12,8,5
,Bataceae,0,0,0,0
,Batis,0,0,0,0
,Batis maritima,0,7,5,0
,Brassicaceae,13,77,43,14
,Arabideae,0,0,0,0
,Arabis,0,0,0,0
,Arabis alpina,5,127,66,7
,Boechereae,0,0,0,0
,Boechera,0,0,0,0
,Boechera stricta,0,0,0,0
,Brassiceae,4,16,4,6
,Brassica,54,116,42,11
,Brassica napus,0,0,0,0
,Brassica oleracea,13,186,75,15
,Brassica rapa,32,93,40,8
,Raphanus,0,0,0,0
,Raphanus sativus,0,26,12,0
,Camelineae,13,13,8,7
,Arabidopsis,0,7,4,1
,Arabidopsis lyrata,0,14,5,0
,Arabidopsis thaliana,0,65,26,8
,Camelina,0,0,0,0
,Camelina sativa,0,27,24,7
,Capsella,0,0,0,0
,Capsella rubella,0,5,0,0
,Eutremeae,0,0,0,0
,Eutrema,0,0,0,0
,Eutrema salsugineum,0,16,11,0
,Caricaceae,0,1,1,0
,Carica,0,0,0,0
,Carica papaya,0,59,26,0
,Cleomaceae,0,0,0,0
,Tarenaya,0,0,0,0
,Tarenaya hassleriana,0,38,18,0
,Geraniales,0,1,0,0
,Geraniaceae,0,3,7,0
,Geranium,0,1,0,0
,Geranium maderense,0,5,0,0
,Pelargonium,0,53,15,0
,Malvales,0,1,4,0
,Malvaceae,4,63,36,12
,Byttnerioideae,1,13,7,0
,Herrania,0,0,0,0
,Herrania umbratica,0,0,0,0
,Theobroma,0,1,0,0
,Theobroma cacao,13,240,140,23
,Grewioideae,0,0,0,0
,Apeibeae,0,0,0,0
,Corchorus,0,11,4,0
,Corchorus olitorius,0,0,5,0
,Helicteroideae,0,0,0,0
,Durio,0,0,0,0
,Durio zibethinus,0,21,6,0
,Malvoideae,14,159,100,15
,Gossypioides,0,0,0,0
,Gossypioides kirkii,5,327,175,32
,Gossypium,19,358,220,36
,Gossypium arboreum,0,12,5,0
,Gossypium exiguum,0,33,27,0
,Gossypium hirsutum,13,164,85,26
,Gossypium raimondii,28,222,151,21
,Gossypium turneri,18,299,181,33
,Myrtales,3,8,13,0
,Lythraceae,0,1,0,0
,Lagerstroemia,0,6,0,0
,Myrtaceae,0,2,0,0
,Myrtoideae,0,0,0,0
,Eucalypteae,0,0,0,0
,Eucalyptus,0,0,0,0
,Eucalyptus grandis,12,44,15,6
,Onagraceae,0,5,0,0
,Ludwigioideae,0,0,0,0
,Ludwigia,0,0,0,0
,Sapindales,1,5,4,0
,Meliaceae,0,0,0,0
,Rutaceae,5,82,47,8
,Aurantioideae,0,0,0,0
,Citrus,10,29,8,6
,Citrus cavaleriei,0,0,0,0
,Citrus clementina,0,0,0,0
,Citrus sinensis,12,22,17,0
,Citrus trifoliata,0,0,0,0
,rosids incertae sedis,0,0,0,0
,Vitales,0,0,0,0
,Vitaceae,0,2,2,0
,Viteae,0,0,0,0
,Vitis,0,1,0,0
,Vitis vinifera,16,311,169,30
,Santalales,0,14,16,0
,Saxifragales,0,0,0,0
,Cynomoriaceae,0,0,0,0
,Cynomorium,0,0,0,0
,Cynomorium coccineum,0,12,5,0
,Liliopsida,20,379,275,40
,Alismatales,5,25,31,9
,Araceae,0,1,4,1
,Aroideae,0,5,0,0
,Lemnoideae,0,4,2,0
,Spirodela,0,0,0,0
,Spirodela polyrhiza,5,36,32,23
,Butomaceae,0,0,0,0
,Butomus,0,0,0,0
,Butomus umbellatus,0,15,7,0
,Hydrocharitaceae,0,0,0,0
,Juncaginaceae,0,0,1,0
,Triglochin,0,0,16,0
,Triglochin maritima,0,0,59,0
,Triglochin palustris,0,0,44,0
,Potamogetonaceae,0,0,5,0
,Potamogeton,0,5,5,0
,Potamogeton berchtoldii,0,0,0,0
,Potamogeton perfoliatus,0,0,0,0
,Stuckenia,0,0,0,0
,Stuckenia pectinata,0,0,0,0
,Zosteraceae,0,0,0,0
,Zostera,0,0,0,0
,Petrosaviidae,77,1376,852,232
,Asparagales,38,661,312,99
,Amaryllidaceae,0,7,4,1
,Allioideae,0,0,1,0
,Allieae,0,0,0,0
,Allium,8,17,14,5
,Allium cepa,0,27,10,0
,Allium cernuum,0,0,6,0
,Asparagaceae,2,14,22,5
,Asparagoideae,0,0,0,0
,Asparagus,0,0,1,0
,Asparagus officinalis,5,260,150,13
,Brodiaeoideae,0,6,5,0
,Nolinoideae,0,8,0,0
,Hyacinthaceae,0,5,0,0
,Iridaceae,17,374,158,54
,Crocoideae,0,0,0,0
,Croceae,0,0,0,0
,Crocus,0,5,4,0
,Crocus sativus,0,33,10,0
,Crocus vernus,0,43,34,0
,Iridoideae,0,0,0,0
,Irideae,0,0,0,0
,Iris,77,1539,731,217
,Iris brevicaulis,20,533,392,35
,Iris brevicaulis x Iris fulva,0,9,0,0
,Iris domestica,0,22,15,0
,Iris ensata,0,25,11,0
,Iris fulva,21,433,264,21
,Iris gatesii,0,31,9,0
,Iris lutescens,0,19,5,0
,Iris missouriensis,0,38,17,0
,Iris pseudacorus,0,20,11,0
,Iris sanguinea,0,138,51,10
,Iris setosa,0,5,0,0
,Iris virginica,0,39,21,7
,Iris x hollandica,0,33,16,0
,unclassified Iris (in: Viridiplantae),0,0,0,0
,Iris sp. Qiu 95091,0,6,5,0
,Tigridieae,0,0,0,0
,Alophia,0,0,0,0
,Alophia drummondii,0,13,0,0
,Orchidaceae,5,8,18,7
,Epidendroideae,0,47,47,7
,Cymbidieae,0,0,0,0
,Oncidiinae,0,0,0,0
,Erycina,0,0,0,0
,Erycina pusilla,0,11,0,0
,Epidendroideae incertae sedis,0,0,0,0
,Malaxideae,0,0,0,0
,Dendrobiinae,0,0,0,0
,Dendrobium,0,0,0,0
,Vandeae,0,0,0,0
,Aeridinae,0,2,0,0
,Phalaenopsis,0,2,1,0
,Phalaenopsis equestris,0,24,14,0
,commelinids,18,141,95,44
,Arecales,0,0,0,0
,Arecaceae,17,88,44,12
,Arecoideae,0,0,0,0
,Cocoseae,0,2,2,0
,Attaleinae,0,0,0,0
,Cocos,0,0,0,0
,Cocos nucifera,0,28,5,5
,Elaeidinae,0,0,0,0
,Elaeis,0,0,0,0
,Elaeis guineensis,0,38,38,6
,Coryphoideae,0,2,1,5
,Phoeniceae,0,0,0,0
,Phoenix,0,0,1,0
,Phoenix dactylifera,0,125,83,8
,Poales,12,92,107,24
,Bromeliaceae,0,2,0,0
,Bromelioideae,0,0,0,0
,Ananas,19,48,33,8
,Ananas comosus,41,727,454,78
,Cyperaceae,1,12,38,5
,Cyperoideae,11,20,65,27
,Cariceae,0,8,25,17
,Carex,0,170,493,234
,Carex acutiformis,0,0,16,0
,Carex flacca,0,22,61,8
,Carex neurocarpa,0,16,16,15
,Carex nigra,0,14,121,16
,Carex pallescens,0,0,7,5
,Carex parvula,0,25,101,8
,Carex pleurocaula,0,0,5,0
,Carex rostrata,0,0,0,0
,Carex siderosticta,0,5,12,0
,Cypereae,0,0,0,0
,Cyperus,0,1,9,0
,C4 Cyperus,0,0,0,0
,Cyperus subgen. Cyperus,0,0,0,0
,C4 Cyperus incertae sedis,0,0,0,0
,Cyperus alternifolius,0,0,5,0
,Cyperus rotundus,0,16,0,0
,Eleocharideae,0,0,0,0
,Eleocharis,0,7,44,0
,Eleocharis dulcis,0,0,0,0
,Mapanioideae,0,0,0,0
,Hypolytreae,0,0,0,0
,Hypolytrum,0,0,0,0
,Hypolytrum nemorum,0,0,0,0
,Juncaceae,0,0,2,0
,Juncus,0,0,20,0
,Juncus compressus,0,0,0,0
,Juncus effusus,0,0,6,0
,Juncus gerardii,0,0,0,0
,Juncus wallichianus,0,0,0,0
,Poaceae,34,575,449,61
,BOP clade,24,299,331,52
,Bambusoideae,0,17,6,8
,Arundinarodae,0,0,0,0
,Arundinarieae,0,33,26,10
,Arundinariinae,0,0,0,0
,Fargesia,0,1,0,0
,Fargesia edulis,0,5,0,0
,Ferrocalamus,0,0,0,0
,Ferrocalamus rimosivaginus,0,11,0,0
,Phyllostachys,0,0,0,0
,Phyllostachys edulis,0,43,37,0
,Pleioblastus,0,0,0,0
,Pleioblastus fortunei,0,7,0,0
,Bambusodae,0,0,0,0
,Bambuseae,0,1,5,0
,Bambusinae,0,0,0,0
,Bambusa,0,0,0,0
,Bambusa oldhamii,0,5,0,0
,Oryzoideae,1,0,0,0
,Oryzeae,0,1,2,0
,Oryzinae,0,0,0,0
,Oryza,14,122,99,21
,Oryza australiensis,0,0,0,0
,Oryza brachyantha,0,27,25,0
,Oryza coarctata,0,5,0,0
,Oryza longistaminata,0,10,0,0
,Oryza meyeriana,0,9,0,0
,Oryza minuta,0,16,11,0
,Oryza officinalis,0,6,0,0
,Oryza punctata,0,9,7,0
,Oryza sativa,59,455,365,63
,Pooideae,19,337,412,36
,Brachypodieae,0,0,0,0
,Brachypodium,1,10,34,5
,Brachypodium distachyon,16,311,461,73
,Brachypodium sylvaticum,0,5,6,0
,Bromeae,0,0,0,0
,Bromus,0,0,0,0
,Bromus tectorum,0,0,0,0
,Poodae,0,0,0,0
,Poeae,16,111,155,17
,Alopecurinae,0,5,1,0
,Aveninae,2,11,11,1
,Avena,20,61,71,15
,Avena sativa,0,41,44,0
,Avena strigosa,0,75,104,5
,Helictotrichon,0,1,0,0
,Helictotrichon convolutum,0,15,26,0
,Poeae Chloroplast Group 1 (Aveneae type),0,0,0,0
,Agrostidinae,0,4,12,1
,Agrostis,0,17,39,2
,Agrostis gigantea,0,0,5,0
,Agrostis stolonifera,0,112,328,12
,Phalaridinae,0,0,0,0
,Phalaris,0,0,0,0
,Phalaris arundinacea,0,0,0,0
,Poeae Chloroplast Group 2 (Poeae type),0,0,0,0
,Coleanthinae,0,0,0,0
,Puccinellia,0,0,0,0
,Holcinae,0,0,0,0
,Deschampsia,0,0,0,0
,Deschampsia antarctica,0,0,5,0
,Holcus,0,0,1,0
,Holcus lanatus,0,27,16,0
,Loliinae,4,11,4,0
,Festuca,5,5,3,0
,Festuca pratensis,0,68,13,0
,Lolium,10,26,35,0
,Lolium arundinaceum,0,6,0,0
,Lolium multiflorum,0,5,0,0
,Lolium perenne,113,546,397,31
,x Festulolium,0,0,0,0
,Festuca glaucescens x Lolium multiflorum,0,10,0,0
,Poinae,0,0,0,0
,Phleum,0,0,0,0
,Phleum pratense,0,0,6,0
,Poa,0,6,0,0
,Poa pratensis,0,0,0,0
,Poa subgen. Stenopoa,0,0,0,0
,Poa palustris,0,0,0,0
,Poa trivialis,0,0,0,0
,Puccinelliinae,0,0,0,0
,Triticodae,0,0,0,0
,Triticeae,138,2562,927,125
,Hordeinae,0,0,0,0
,Agropyron,0,0,0,0
,Agropyron cristatum,0,0,0,0
,Elymus,0,4,8,0
,Elymus glaucus,0,0,6,0
,Elymus stipifolius,0,37,0,0
,Elymus trachycaulus,0,5,0,0
,Hordeum,3,51,6,3
,Hordeum chilense,0,11,0,0
,Hordeum murinum,0,9,0,0
,Hordeum pusillum,0,9,0,0
,Hordeum vulgare,124,645,355,45
,Leymus,0,6,0,0
,Leymus arenarius,0,0,0,0
,Leymus mollis,0,0,0,0
,Leymus racemosus,0,6,0,0
,Leymus triticoides,0,42,185,6
,Secale,0,10,1,0
,Secale cereale,0,52,30,0
